text,label
"The supply of products reflect the name of the store which is ""beauty supply"".",neutral
"So we had 3 cold burgers, 2 cold fries and one piping hot fry straight out of the fryer.",negative
"Maybe it's because I get the same thing every time and they already have it rung up on the register before I get there, I don't know!",positive
I believe they are remodeling because I see few workers going up and down the hotel that is a A+ happy that I got a good hotel.,positive
Food wise - we were in HEAVEN.,positive
I'm not a chain gal and would never say that Denny's and IHOP have delicious pancakes.,negative
some ditzy woman almost creamed us with her right turn from hell.,negative
"Also, from the menu offering, everything was reasonably priced ~ about $8-10 per plate.",positive
In front of everybody!!,neutral
I love crepe and I've been to a lot of places that serves crepe.,neutral
Once it does arrive we pile in and take all these back streets and people get dropped off far from the entrances to their hotels.,negative
TIP if you want to avoid a wait try 1pm.,neutral
So I'll wrap this review up.,neutral
Now mind you be this is my child.,neutral
Or they should just build one in vegas.,neutral
Tried the Cafe at the Fiesta Henderson again.,neutral
"Ok, I am so hungry, I will eat anything at this point.",neutral
Too rich for my blood.,negative
And if you're lucky they pick up the phone with an attitude.,negative
We've been here one other time but that was years ago.,neutral
her asst.,neutral
"Be warned, when making reservations, they take your credit card # and will charge you $50 per person if you cancel outside their terms.",negative
"When I try out new restaurants I go for the simple items on the menu, because that's the true test of a chef.",neutral
Stupid diet.,negative
I came here to get a pedicure.,neutral
"Sob, sob.",negative
"We came to Vegas for our vacation,  so this was a groupon purchase.",neutral
I tell him.,neutral
"I was witness to all this as an employee who showed up an hour early, with energy and optimism.",positive
"Service Provider Contact Information
480-577-8850
Email: ChrisR@bakerbros.com (link sends e-mail)",neutral
"Their food is actually not bad and they have this complimentary cocktail for ladies, which is a great selling point.",positive
The wife got the loco moco.,neutral
So based on Yelp I Emailed House Doctor.,neutral
Banks open their doors right on the dot.,positive
"""Can you say this?""",neutral
I will probably try mixed popcorn or mochi next time.,neutral
I am constant customer there.,positive
The mint chocolate chip cookie was gone in seconds.,positive
Opted to go inside and the line was long as well!,negative
She was also so gentle during the application that I dozed off a bit.,positive
"A 2 meat platter is enough to feed 2 people, but if your greedy with BBQ like me, you'll keep it to yourself.",positive
Needed to have my bumper replaced along with other front damage.,neutral
They open at 11am and close at 7pm.,neutral
Pretty much sums that up.,neutral
Not sure if they were trying to make it go further or if this was normal.,neutral
I called every shop in Seattle and none of them had Tobeco coils.,negative
;P) but I want to see a steady stream of patrons.,neutral
Server brought us the receipt.,neutral
"The bannock itself was slightly spongy, like a naan bread.",neutral
There are so many great make-up artists in this city.,positive
Good luck to this place.,neutral
Why don't you skip the corporate food for a day and stop by Espo's (Espinoza's)?,neutral
Will I go back to this location?,neutral
I've been to enough Outbacks to know that they are not all the same.,neutral
You didnt have to listen to it.,neutral
Don't remember the exact name of my drink but it was some sort of matcha tea latte.,neutral
He didn't like the food in ANY of the local restaurants I took him to because none of the meat had the great flavor he was used to...except for this place.,positive
"I have gone here for the past 3 years had some major issues with the work that was done originally, however had to keep going back attempting to get the work fixed.",negative
Went here... Again...,neutral
So I'm thinking this will be wonderful.,positive
So i was there as it changes over to a clubby lounge atmosphere also.,neutral
"I initially gave four stars, then wrote my review and upon reflecting, realized I needed to change it.",neutral
I am a pelvic trauma patient who was referred to Dr Ortega upon my being admitted to Scottsdale Osborn Hospital.,neutral
Sure enough they said he was free.,neutral
The Bruchetta were small and  umremarkable.,negative
Money.,neutral
But check for a Groupon or other deal before paying sticker price.,neutral
In a way like out of the blue some random stranger was talking to her in a language the she doesn't understand.,negative
WAIT.,neutral
"NINA, comes out and my sister is explaining once again what the issue is, and all Nina could say was there was nothing she could do!",negative
I drove over to him & again said I couldn't believe the quality of their work.,positive
If taken home I would spread it on paper towels to prevent sogginess.,neutral
We threw our salty food away and hopped over to yogurt land.,negative
- Ended up needing it only 2 days.,neutral
I would've spent more than that on just a cab.,neutral
My wife and mom enjoy coming here.,positive
FOREVER--you got it!,positive
"TOYOTA EVEN CAME WITH ME TO THE PINNACLE NISSAN AT THE SCOTTSDALE, AZ LOCATION to PERSONALLY STEP IN and made them give me all of my paperwork (that they claimed was shredded)  AND made sure they returned my money same day!",positive
And we were there without incident for 2 hours.,positive
It's a pain when you're in hurry.,negative
Luckily my nails grow fast.,neutral
"But be prepared to wait, as they do get quite busy!",negative
Usually the past few times we have visited the Fiesta Cafe just was not good.,negative
No other managers.,neutral
Will refer them to others.,positive
"Their terrasse, being on the sidewalk as it is, seemed a reasonable spot for us to stop.",positive
"M
The drink specials were decent; cheap for Vegas but average priced for anywhere else in the country.",positive
He told me it opens at 11.,neutral
Took his time to look up for a battery they didn't have any in stock according to his computer.,negative
We were seated outside like we asked and were surprised to be seated at a table with metal folding chairs.,neutral
It's over 1k dollars.,neutral
"And a visit is not complete without a ""Boss Margarita"".",neutral
& I am in the industry & hated the experience with them.,negative
"Went to black meta DOWN THE STREET been there a few times for a tattoo and now 2 piercings, always see the same faces very nice and good and cheaper!!",positive
"Saturday weather was rain clearing only long enough to fool you, followed by rain.",neutral
Except there wasn't much lettuce...,negative
On and ON!!!!,neutral
the only thing is that I have not been able to afford a shave from Juan and grade his work.,neutral
Our garage door opener is eight years old.,neutral
and those are all better even on their worst days.,positive
"I live in Tuscano by Richmond community in Henderson, NV.",neutral
I live less than a mile away and was excited to find a Sprouts in my new neighborhood.,positive
"As I have stated in my other ""ARTS"" reviews, I do worry about cultural program survival in Az with recent state budget cuts.",neutral
"When we found seats at the bar, the bartender offered me a complementary Jameson for my trouble.",positive
Hello this was my lunch time.,neutral
"They are all wanted to watch the Browns game, which had not even started yet.",positive
I decided to go forward with the transplant--Unfortunately the surgery was unsuccessful because the new cornea didn't take.,negative
I went to this place because I am a bit tired of Ghirardelli's chocolate fudge ice cream.,neutral
There were four of us.,neutral
We've been wanting to try it for dinner but ended up at brunch today instead.,neutral
I'm not a total barbarian y'know.,neutral
Office visit and labs.,neutral
"Keep in mind I needed a rental to get around, Peter had previously said he would take care of it.",neutral
That was a discount for a *future* visit!,positive
I've had skin issues all my life.,neutral
Someone PLEASE bring this idea to the states.,positive
Rite Aid cards they constantly ask for rarely give you discounts outside of what is indicated within the shelves where the products are located.,neutral
Especially being Halloween!!!,neutral
Finally I came across the ad for Forza Power Training Studios.,neutral
"Seriously, a meal for less than 3$.",neutral
Ask for the Simple Soda!,neutral
We stayed about 3 hours.,neutral
"You must try this place and support a great small business in the middle of uptown Charlotte, in the old Ivey's building.",positive
"We had wings, the buffalo chicken pizza, and the shipwreck'd burger.",neutral
I went to the dealership today for an oil change and a multipoint inspection and guess what..... my suspension is in excellent condition.,positive
"Since I've only been to 2 or 3 yoga classes ever, I would not call myself a yoga enthusiast.",neutral
He already did his homework and had the Sq footage printed out through websites so he pretty much knew his estimate on the way over.,positive
"I went with two other people and we ordered the meatball sandwich, filet mignon sandwich and lasagna.",neutral
Appetizer finally comes out.,neutral
"So, he wasn't making more money with us being there, but the place isn't really busy during the day, and he didn't need the table.",neutral
I'm writing a review about a fast food joint?!,neutral
"I don't even know where to begin, I ordered a smash burger with grilled onions, red onion, pickles, guacamole, cheese and smash sauce.",neutral
I couldn't believe it!,neutral
We started off with some type of beet salad.,neutral
We decided to wait until the afternoon to go since we figured it would be busy in the morning.,neutral
"The front desk attendant was like, ""we've upgraded you to a penthouse suite"" as opposed to the junior suite we booked.",positive
Got 4 cans of  beer for $10.,neutral
"Although it was far away from the strip, everything was new - the room was very big and the bathroom was also very modern and comfortable.",positive
"Take my advice, dont try the same test.",negative
Let's start with the pasty that one of the diners had.,neutral
Same shopping center as the dump!,negative
"It was dense, and I felt it could have used a little more flavor or more variety - it was a little hard to eat after awhile.",negative
My name was called 20 minutes into my arrival.,neutral
I returned there about 2 weeks ago for AYCE and the experience was quite different.,neutral
The bun is buttered and grilled.,neutral
It's cash only!,negative
So I gave them a call and made a reservation.,neutral
"It is dark and loud, so if you're looking for a quiet dinner, this is not the place.",negative
My mom was at this hospital this past year and I had to refill one of my medication.,neutral
My husband and I had a leak in our kitchen and needed a leak detection.,neutral
"I guess that's why they call it ""Mom's kitchen""?",neutral
Let's try Airbnb.,neutral
Had my husband finish half of my plate.,neutral
I also am not really a fan of sweet breakfast foods like pancakes.,negative
A grocery store with a bunch of tables and a couple of servers.,positive
"There is a minimum requirement that you use up at least 2 hours to move, so even if you don't need 2 hours you'll be charged for 2 hours minimum.",negative
Summer was a killer since it gets very hot.,negative
Now you know that.,neutral
Margaritas were expensive at $10.50-$14.,negative
"Directions: Basically, go to where you GPS takes you, but head straight to the back center of the parking lot.",neutral
We tried this when it first opened and we were underwhelmed but we decided to give it another chance and that was a mistake.,negative
Go check this place out and if they cupcakes and cookies don't make you want to slap your mama you need to get your taste buds checked.,positive
"Not a lot of room to manoeuvre when you've got a couple of pizzas, glasses, water, flower vase, side plates, and so on.",negative
App is obviously in the itunes app store and free.,neutral
Forgot the picture.,neutral
The gelato is so pretty it looks fake!,positive
"My best friend ""bought"" her dress there.",neutral
Rocky dealt with us in an honest manner and there was no cheating.,positive
"Pour avoir mangé dans plusieurs ville mexicaine dans des petit resto délicieux, le capitol tacos a mis le mexique dans mon assiette.",neutral
4:45am- We are back on the phone again with guest services.,neutral
"If dining in, they bring the pizza to our table, 2nds on beer/wine, you get it yourself.",neutral
"Having looked at their menu, the pricing was higher than other Chinese establishments in the area.",negative
Ordered breakfast for my wife and I.,neutral
He found the vehicle that I was looking for and at a price that I could work with.,positive
Well this gentleman took the change I had and gladly gave me what they already had prepared....again embarrassed because I had the money to pay but just didn't have it on me.,positive
Plus the fact that there is no casino!,negative
Thank you for putting your customers needs first.,positive
Ordered a breakfast croissant.,neutral
Went on a Saturday for lunch.,neutral
I hate going into mattress stores because everything is always way more expensive than I think it's going to be and way more expensive than I can afford.,negative
"Bellyman didn't really feel like anything, but Mrs. Bellyman opted for a cappuccino, and she begrudgingly let Bellyman take a sip after she'd given it a try.",neutral
"Haha, and all the whining about the bathroom.",neutral
"Really, go anywhere but here.",negative
"I ordered a pound of chicken tenders, waffles and fries...",neutral
You're not a number here.,positive
"That's pretty unbelievable for an app, and three meals.",positive
"I decided to wait it out, as I hadn't backed up my phone recently enough but was armed with the knowledge to slay the dragon of my phone decisions.",neutral
I thought the flavour was lacking too.,negative
Total for the two mini pies was $11.,neutral
There are lots of options nearby.,neutral
"I ordered the Teryaki Flank Steak, cooked medium.",positive
I had a caesar salad and the bone in rib eye and we shared the potato gratin with the group.,neutral
Went here at 11am on saturday.,neutral
"I was booked for Hiroki this second time around at Chura, but it seems like something happened with the bookings so Kazuma ended up cutting and colouring my hair.",neutral
"Over two weeks ago, they were involved in a terrible car accident which left them in critical condition with significant brain trauma among other major injuries.",negative
"Mind you, I have a tiny yard!",neutral
The choices are limited.,negative
This place - the first in Las Vegas - is a carbon copy.,neutral
"During my trip, to LV, my chronic Diverticulitis decided to rear it's ugly head.",negative
These were obvious mementos that previous hikers had left.,neutral
(The rest of the sushi was fine.),positive
"I expected to notice some differences in the atmosphere and food, but thankfully it was all the same.",neutral
"Le burger était vraiment délicieux et les entrées (surtout la "" mayonnaise "" aux câpres) étaient vraiment top!",neutral
I was hungry.,neutral
"Can anyone recommend a good, friendly pizza place?",positive
(I understand this is a reflection of their current clientèle).,neutral
They don't take reservations for brunch on the weekends regardless of party size.,negative
Pick a seat in an airplane or in a salon chair.,neutral
We hadn't eaten in this restaurant for about a year and boy have they changed.,neutral
"Once we checked in, the girl at the front desk said happy birthday to my girlfriend.",positive
"We are originally from California, & are in the process of getting our local ID cards, didn't read the small lettering on our part, but we got to the gym to get things started & here comes Assistant Sales Manager Tim Bathan.",neutral
"Yes, it is pricey.",negative
These classes were always full of members.,neutral
I arrived for lunch at 11am and was seated immediately.,positive
We explained.,neutral
"So I asked if I could get a rental til then and they said no, not til they say somethings wrong with it.",negative
I went looking for help with putting an idea into reality on my food truck wrap.,neutral
Hot air.,neutral
My family won a gift certificate for DJ's at the Friendship Folk & Flower Festival.,neutral
Best way to get here is to go southbound on the I-17 frontage road from Greenway until you run into Country Gables.,neutral
Earning loyal customers right there they are.,positive
I am very leery of trying new restaurants as I have been very disappointed many times.,neutral
I would go through everything we ate in detail but since the menu changes it doesn't matter.,neutral
"Were we perhaps served the smaller lunch size, by mistake?",negative
That's only a personal preference.,neutral
It's 2 shots of espresso over ice cream.,neutral
"Last time i went here, my wife gave me STRICT directions for her toppings and, of course, i got them wrong.",negative
BIBLE VERSES!!,neutral
would be a great idea to spent some $$ and place some soundproofing on ceiling or below the tables....,negative
In the Oakland Bay Area Mr. Chao's is synonymous with a Chinese fast food where everything tastes the same.,negative
Happy hour in the dining room only.,neutral
I kept cox cable and got the contour upgrade.,neutral
My auto insurance is through another carrier who uses Safelite so I decided to give it a shot.,neutral
Gobbled it up.,positive
The waiter came over and asked how everything was.,neutral
"With cheesecake in their name, I could only hope they did it well.",neutral
We had plans to use them for the Superbowl.,neutral
"Besides, when I hear the term ""old-fashioned soda,"" I'm thinking of hand-pulled egg creams and lime rickeys.",neutral
We missed our flight because the hwy 101 was closed!,negative
"Sure you can go to the Southside, but then you have to deal with the zombie scene.",negative
A studio is only as good as its instructors.,neutral
"They mailed a ""buy on; get one free"" coupon to my house which how I learned about them.",neutral
The restaurant used to be a rib place which closed do to high prices and low quality.,neutral
We got and finished eating pizza before the wings were even ready.,negative
but circling back to the beignets.,neutral
"Military get into the parks for Free, btw.",positive
One would have been plenty but you are served TWO!,positive
So today my fiancé and I went in for lunch.,neutral
Why you ask?,neutral
My mom had stopped to pick up dinner.,neutral
Someone said the drinks overpriced??????,negative
We also shared the tomato vegetarian hot pot.,neutral
and put my money in there.,neutral
People have complained on yelp about the air in the hotel and the rooms and this is what I've found.,negative
"I shake my head and say, ""no, that's okay.""",neutral
It's been here forever - that should tell you something!,positive
"Today, I thought I'd try it again.",neutral
"- le bar à dessert baklavas, avec des boîtes cadeaux sans surplus de prix et tout est délicieux.",neutral
Which is fitting.,neutral
I also received a call shortly after from the office manager to survey my experience.,neutral
Drinks cheap!,positive
This guy called me out because he noticed a stain on my J's =(  I was really sad about it the other night so I decided to give it a chance.,negative
I even called you on my personal phone which sounds like a work violation but okay.,negative
And so I did.,neutral
Over the next couple days we worked out the specifics as far as timing would go.,neutral
I've had this bracelet about 20+ years.,positive
Your front desk girl and my hair dresser and a few others were talking about it as I walked in.,neutral
Thank you for your reply.,positive
Pizza bread with peanut butter and bananas.,neutral
Getting my jeep washed.,neutral
I have not had anything on the menu that I wouldn't order again.,positive
Kwik Trip's chili puts Paoli's to shame (at 1/3 the cost).,positive
My boyfriend and I looked at each other like wow!,positive
The inside is kinda lame...,negative
Peddle up.,neutral
There's no indian.,neutral
half a gauze for about 10 min and then no blood.,neutral
"We have been to Fogo De Chao, Espetus, Texas De Brazil and a few others.",neutral
I am in a food coma.,neutral
And I will be waiting for the grand opening of another Barney's New York in Phoenix,neutral
I have been going through Cortez industry's for quite some time.,neutral
Every single time I come.,neutral
"I suggest sitting outside if available, inside was pretty loud.",negative
They have not one but FOUR vegetarian weenies!,positive
I moved from my old place that was on the second floor to a one story house in about 3 hours.,positive
I use to come to your establishment at least every other day for a drink.,neutral
T bone was my racer name but I should have gone with mike hunt.,neutral
We asked if they did anything special for their guest for their birthday such as sing Happy Birthday.,neutral
We had to come to Macy's to pick out a wedding gift.,neutral
For a drink i had what i believe was the white peach lemonade?,neutral
My sister got the curry shrimp.,neutral
"Although, my playing habits have not changed or indicated that I shouldn't.",neutral
Ladies r plentiful for the guys.,positive
Service was friendly.,positive
Arrived @ 10:50am.,neutral
The waitstaff was friendly and refilled my drinks multiple times.,positive
The bus downstairs would be a huge upgrade.,neutral
I will probably try 3 next time.,neutral
"I didn't dare try it, but can someone please, and report back?",neutral
I have a big appetite but there is no way I can finish a whole one - it's a little pricier than your typical shawarma.,neutral
Where to begin?,neutral
Ordered to go and gave clear instructions to have two separate meals.,neutral
4) Desert Radiology is delivering twice as much radiation as is necessary for most of us.,negative
"I go to this joint maybe 2-3 times a month by myself to enjoy the food, if that tells you anything!",positive
We had our refrigerator and AC go out within the same week.,negative
The food was great!,positive
They are interested in my car.,positive
And honestly not much more than I would of spent slaving away.,neutral
But I'm sure everyone is just out to get her.,negative
It was HEAVENLY.,positive
"It's very different knowing that the money is already mine, compared to knowing I'd have nachos.",neutral
Then I came to this Other Mothers.,positive
We selected this restaurant because of its location in The Mirage.,positive
I think we had three re-fills to our basket.,positive
"I knew the exact model, probably the most common model that should be kept on hand buy the ""genius"" squad.",neutral
I have premium AMEX card (covers high $'s for rental) and great car insurance.,neutral
"Came in on a Monday night around 8, first time being there we didn't really know how it worked.",neutral
Be prepared to wait for a table if you visit on a weekend.,negative
Almost managed to try half of the items yakitori menu and a few hot and cold appetizer.,neutral
You don't have to know what you're doing.,neutral
first real meal in Montreal and i had high expectations because of the name and everything on the menu.,neutral
My brother's door was difficult to open but once we got in and contacted front desk there was someone there right as we hung the phone up to fix the door and they were quiet apologetic for this minor inconvenience.,positive
On to the Napoleon.,neutral
"I'm used to Buffalo Wild Wings, but it's too far out of the way.",negative
"For God's sake, it's just an hour!",neutral
She let me try a bite -- I could cut it with a butter knife and it pretty much melted in my mouth.,positive
"Besides, as with Thai food, I like to start out by ordering mild versions of the dishes, that way I know how the restaurant calibrates their spiciness meter and I'm not left with a dish that I can't eat, or at least won't enjoy.",neutral
Same drinks made by different bartenders were consistent.,positive
Pad Se-Ew was okay.,positive
Confusion.,negative
Unfortunately there's a game & I don't want to pay for parking.,negative
I was adding some BlueDef Exhaust Fluid to my truck and I spilled it all over myself.,neutral
How can you eat with the place that hot.,negative
I wish I could get past ordering my favorite the Pecan Turtle!,positive
Casual.,neutral
At first I was pissed she cancelled with such short notice but then how does one predict a stroke?,negative
The theater is inside the Harrah's hotel.,neutral
Thanks Freddy!,positive
i went there sun.,neutral
"Then I exposed him...I told them he definitely takes that route because once I was ready to be picked up from CP, he was the driver.",neutral
"What makes Ruth's Chris costly is your ordering drinks, several appetizers, larger steaks than you need, wine, side dishes, dessert and coffee.",neutral
I almost hired them!,positive
"We are married, both ordered entrees and frequently share our food.",positive
I made a purchase on their Kenzo collection when it just came out in 2 stores.,neutral
"Other things worth noting:
We had reservations for 6pm.",neutral
There are plenty around.,positive
We decided to purchase the $250 part for my husband to fix it himself.,neutral
I made 2 room reservations at the rate of $59.00 plus tax.,neutral
"Now I do want to bitch slap the hipster douchebags that I see there once in a while but hey, us military guys don't get down like that.",negative
Needless to say I went back and doubled my order.,positive
The shower is essentially in the middle of the room and is glass on two sides.,neutral
With a yelp check in you get 15% off.,neutral
Gretchen was viciously attacked at our front door by 2 pitbulls; almost died.,negative
I called a few times about a van that I wanted to test drive and was certain to buy it cash today.,neutral
Which I was told are slow cooked over night.,neutral
The apartment I live in is new and recently built.,neutral
"That's the cost of a single roll at many sushi restaurants, much less THREE full rolls!",positive
(bias.,neutral
We were advised to have 24 hour care for her at home (or have her go to assisted living rehab).,neutral
We were there with a big party.,neutral
Do not get the tower though it isn't a great deal compared to the rest.,negative
"If you get one with everything (all the sauces, cheeses, toppings on one pie = Suicide Pizza) it still costs the same as another pizza that you customize with just all the veggie toppings.",neutral
"Luis came by a couple times to check on us, but didn't linger.",positive
"My friend picked me up a bowl from here, it had steak, rice ,lettuce, guac, and salsa.",neutral
I was amazed at how used to this kind of thing the entire staff seemed.,positive
They had a weird smell and I found myself washing my clothes at least twice to insure they were really clean.,negative
Show is 90 minutes long and doesn't feel like it at all.,positive
"I never order what is on the menu, because I am somewhat picky and like my own thing.",neutral
let me tell you how nice that made dining.,positive
Just stopped thru to grab my Oprah chai and this location is night and day from the last review.,neutral
Friend had the 3 side dish meal and we were fighting over who got to finish the Kale salad.,neutral
Well my dress didn't fit after all of this.,positive
The people that run it are fairly nice.,positive
Skip the buffets and get some food that is worth the money.,negative
I feel that a tip is earned.,neutral
There is mist from the fountains be warned.,negative
To our surprised she wanted to know our room number and of course we lied again by telling her we didn't know.,negative
"On a side note, since the food itself was actually good, if you're like a lot of people and this is really where you and your friends are going to spend your entire evening and have some drinks and what not, you might not have any problem with this particular place.",positive
Craig: Especially without saying something first.,neutral
The (Las Vegas Air) tech took pics and sent invoice to me which I forwarded to AMA so that they could come out first thing Monday to fix.,neutral
I usually don't write review.,neutral
1-3-15.,neutral
The huge amount of lettuce.,neutral
Maybe it was due to the heat wave but it felt above 0 degrees Celsius.,negative
Tried to eat here with friends the Saturday of Punk Rock Bowling.,neutral
Only waited 15 mins.,positive
"We have been coming here for four years , my wife has gotten the same thing every time the east coast platter sub fish for extra stuffed shrimp .",positive
Garlic pepperoni pizza.,neutral
I only get the halibut burrito.,neutral
"Although I'm active, not everyone is (e.g.",neutral
"My husband and I tried to check in for returning to NY, not realizing our flight was a day ahead!!",negative
Ordered smalls & the two of us definitely left full.,positive
"Totally, totally, totally confused by some of the negative reviews on here.",positive
Very small...,negative
Its a take out place.,neutral
Also told me not to worry about the Rolled Beam since the cracks were very small and would be OK for a few more years.,neutral
Forget what you think an oatmeal cookie is supposed to taste like!,positive
"Mistakes happen, people are only human.",neutral
"There was a slight delay on the 2 items that were Yasu specialties - it seemed that everyone was ordering them, and he was ""slammed.""",negative
"We came here for lunch with a group of 5, the seating was a bit snug for even the large round table.",negative
"Formerly known as, Slam Jams, Two Bucks has been a longtime favorite, but not frequented spot of mine.",positive
"One staff member, Bev, saved the day for us and it was because of her that my child was able to eat.",positive
She gets so much more out of it then fitness.,positive
When our check was delivered it was on top of a journal sharing our guest experiences.,neutral
"No up sell, no pressure.",positive
And I don't think it's right for the fake Miele's to be piggybacking on the original Miele's reputation and essentially stealing its customers.,negative
This location is a dive with barstools facing a wood paneled wall.,neutral
"Also if he can't do it he will refer you to another trustworthy place that can, in my case it was advanced mufflers right up the street which also received a 5 star review from me.",positive
I was surprised and thought this could be a lot better than most comment.,neutral
You'll hit a few switchbacks where you can get a little rest.,neutral
"Came here last night with 2 girlfriends after reading some of the reviews, I still decided to give it a chance.",neutral
".but my friends wanted to go and try it, so I went along with them.",neutral
"They aren't just waiting for you to stop talking so they can say ""toasted?""",neutral
I have now tried the three new burger chains that have moved into the Tempe area.,positive
And not only this location.,neutral
They have had plenty of time to get wait staff in place for the night.,negative
And only have a few places that seat bigger parties.,neutral
I'm usually not one to send food back - but when I might get sick I'll comment .,negative
"I'm not saying this is easy, you really do need to put in your own effort.",neutral
My only complaint is I'm not a huge fan of the old fashioned music they play rather loudly.,negative
"Everything was as the reviews said, nice wash, nice atmosphere, etc.",positive
"Stopped by this place twice and they had shut the kitchen about half an hour before closing time, which was  really annoying.",negative
Honestly?,neutral
Two words : GAME OVER.,neutral
"Date Place - No, not for brunch.",neutral
The hostess said happy anniversary to us when we came in and when we left.,positive
to pick up the car and take it back to the dealership for cleaning and detailing.,neutral
Our prior vet was scared of her.,negative
I wish I could give a more in depth review but this is one of those places where I get the same thing every time I go.,neutral
I almost don't want to write this review because then my friends will now find out my secret!,positive
"Every week they have a new selection of foods, labeled with ingredients and expiration dates.",positive
If you get anything needing cheese...,neutral
I was a little apprehensive about getting my back worked on and let the doctor now.,negative
"Curls, long extensions, bleached layers, we have it all!",positive
OK so Metro car wash did do a great job cleaning my car I even tipped $5.00 to the lady that completed the cleaning.,positive
The only probably will be deciding what to get.,neutral
Lunch with the boss?,neutral
There is two pools with plenty of lounge chairs.,positive
Because apparently this method works better for them instead of signing in and waiting in a lobby to be called?,negative
"I ordered thai curry number 8, pad thai, number 5.",neutral
Still have the texts from them.,neutral
We hired our own photographer so I can't comment on the one offered in his package.,neutral
Today we go to plant vegetables in the planter box Albert made.,neutral
When I started I had no crossfit or weightlifting experience.,neutral
The waitress was nice and polite.,positive
While waiting I found out I could have got my oil and smog for $17.,neutral
Was told the crab was excellent by others in our party.,positive
I had other house cleaning before at pitt.,neutral
He hopped on his computer and called Honda to order parts... parts and labor would come out to $350.,neutral
This location is huuuuuuuuge.,positive
"Some people can't stay on, but others stayed on for the full 8 seconds.",neutral
That was the icing on the cake!,positive
We ordered our food and I think ended up putting for a second round of drinks at the same time.,neutral
AND save his number and the texts you are sent.,neutral
Sushi is half off!,positive
The Yelp reviews really did this place justice.,positive
I went here with an emergency foot surgery back in 2007.,neutral
Always stay in the one bedroom suite.,neutral
I was very happy with that.,positive
"The girl that was our ""waitress"" was awesome.",positive
"That said, the trout was pretty good.",positive
It felt like a ski chalet with the dim lights and beams.,neutral
We ordered ours with prosciutto  but there was hardly any on there.,negative
"We were greeted in a friendly manner, and seated quickly.",positive
Come here if you want quality and quantity out in the burbs of brampton.,positive
We live close by and used to come once or twice a week.,neutral
Says alot for a repair shop.,neutral
"It just screamed ""trashy bar"" to me.",negative
Was really look forward to coming here after being on the website.,positive
"Or rather, I take a lot of things so as not to get sick.",neutral
"Ok,i understand that part about the plate being too hot and it sometimes needs some cooling down process; however, I want all cooking done in the kitchen and I want a cook/chef to cook my dish.",negative
Was really looking forward to trying this place.,positive
"If you have an emergency, go to the ER.",neutral
Lots of masago on top of a crab mix.,neutral
Chi-Ching.,neutral
I was excited to see a Kahunaville because I grew up in DE and we had one that closed when I was young.,positive
The orders are taken written in a piece of paper by customers so there isn't any excuses to make a mistake.,neutral
Had low mein and fried rice with wonton soup.,neutral
the guy is red headed white boy.,neutral
Had them place SunTeck CXP tint on my car.,neutral
Not bad as a hotel to stay in away from the casinos.,positive
"Since I told them I wanted truffle errthang, I really thought we'd get dainty little dishes with sprinkles of truffle soot.",neutral
And every Tuesday they offer $10 large pizzas.,neutral
Please bring back the station casinos that locals have gathered behind and we ll be there,neutral
I got the chicken enchiladas plate with cilantro lime rice & black beans; my boyfriend got the shrimp enchilada and shredded beef taco combo plate with the borracho beans & latin fried potatoes.,neutral
"We were not being overly loud, or disruptive.",neutral
Okay!!,positive
"However, the manager went out of his way to explain the mixup and offer us a couple glasses of wine which I really appreciated.",positive
"They bring 4 different sauces (made by the chef) for the meal, but none are needed.",positive
"We ordered the brisket, mac and cheese, and the sausage in a bun.",neutral
And I have gone through so many in many different cities.,neutral
"After ordering a pizza, my boyfriend went to pick it up using a $50.00 gift card that my mother purchased over the phone for us in late July.",neutral
Update:  Still haven't tried the dim sum.,neutral
$1 drinks for locals till 10pm.,neutral
There is a set of new stores and new culinary destinations making names for themselves.,neutral
Allow me the opportunity to restore your confidence in Verizon Wireless.,positive
As I had my son with me and I was watching him play on the kids iPad near the Genius dude I stood off to the side (three feet from him).,neutral
"Are usually get two rolls and a sashimi appetizer, this time I only got two rolls and I could only eat about half of each because they were so big!",positive
Next time I want the tiramisu.,neutral
This place is in a shopping center area and is on the second level so you need to climb a few stairs or use the elevator.,neutral
He said we could take the bottle home and I forgot it!,neutral
I need that little pick me up and smile that ice creams brings me.,positive
"First, the atmosphere/ambiance at this restaurant is totally different from most other places in the area.",neutral
Hope they don't remodel all of the rooms by the time we come back.,neutral
Every person I have working at my firm now knows about this wonderful experience of ours as I'm sure my wives employees also do!!,positive
We love Ashley's and have bought our living room and full bedroom set in the past from them.,positive
"Being the gluttonous fiends that we are, we ordered a pain au chocolat and a slice of the apple tart.",neutral
SPA is $45/ 3 days.,neutral
"Ordered takeout, eggplant parm/vegie lasagna/white pizza.",neutral
We got the seafood paella and another one that I don't remember.,neutral
Went here for a little #SundayFunday aka cheat day indulgence...,neutral
"Unlike some of the other reviewers, I didn't mind that there was no one waiting at the cash register to take our money.",positive
The area is not where we normally would go..,neutral
amazing over there.,positive
"I have a lot of work to finish doing I am now in the middle of treatments fillings , crowns and in the future  an implant .",neutral
"Canyon Falls Spa and Salon
7131 W Craig Rd 
Las Vegas, NV.",neutral
"Upon arrival, you are given a newspaper with Glendale news from a many years ago.",neutral
Getting seating could notorious but what do you expect.,negative
"Or, a drink at the bar if you're waiting for an event!",neutral
